Year,Stage,Jury or Televoting,From country,To country,Points
2012,f,50/50,Spain,Azerbaijan,0
2012,f,50/50,Spain,Bosnia & Herzegovina,0
2012,f,50/50,Spain,Cyprus,5
2012,f,50/50,Spain,Denmark,0
2012,f,50/50,Spain,Estonia,6
2012,f,50/50,Spain,F.Y.R. Macedonia,0
2012,f,50/50,Spain,France,0
2012,f,50/50,Spain,Germany,3
2012,f,50/50,Spain,Greece,0
2012,f,50/50,Spain,Hungary,0
2012,f,50/50,Spain,Iceland,4
2012,f,50/50,Spain,Ireland,0
2012,f,50/50,Spain,Italy,1
2012,f,50/50,Spain,Lithuania,0
2012,f,50/50,Spain,Malta,0
2012,f,50/50,Spain,Moldova,7
2012,f,50/50,Spain,Norway,0
2012,f,50/50,Spain,Romania,10
2012,f,50/50,Spain,Russia,8
2012,f,50/50,Spain,Serbia,0
2012,f,50/50,Spain,Spain,0
2012,f,50/50,Spain,Sweden,12
2012,f,50/50,Spain,Turkey,0
2012,f,50/50,Spain,Ukraine,2
2012,f,50/50,Spain,United Kingdom,0
2012,f,50/50,Sweden,Albania,1
2012,f,50/50,Sweden,Azerbaijan,0
2012,f,50/50,Sweden,Bosnia & Herzegovina,0
2012,f,50/50,Sweden,Cyprus,12
2012,f,50/50,Sweden,Denmark,0
2012,f,50/50,Sweden,Estonia,8
2012,f,50/50,Sweden,F.Y.R. Macedonia,0
2012,f,50/50,Sweden,France,2
2012,f,50/50,Sweden,Germany,0
2012,f,50/50,Sweden,Greece,0
2012,f,50/50,Sweden,Hungary,0
2012,f,50/50,Sweden,Iceland,0
2012,f,50/50,Sweden,Ireland,5
2012,f,50/50,Sweden,Italy,0
2012,f,50/50,Sweden,Lithuania,0
2012,f,50/50,Sweden,Malta,0
2012,f,50/50,Sweden,Moldova,0
2012,f,50/50,Sweden,Norway,3
2012,f,50/50,Sweden,Romania,0
2012,f,50/50,Sweden,Russia,7
2012,f,50/50,Sweden,Serbia,10
2012,f,50/50,Sweden,Spain,4
2012,f,50/50,Sweden,Sweden,0
2012,f,50/50,Sweden,Turkey,6
2012,f,50/50,Sweden,Ukraine,0
2012,f,50/50,Sweden,United Kingdom,0
2012,f,50/50,Switzerland,Albania,12
2012,f,50/50,Switzerland,Azerbaijan,0
2012,f,50/50,Switzerland,Bosnia & Herzegovina,1
2012,f,50/50,Switzerland,Cyprus,0
2012,f,50/50,Switzerland,Denmark,0
2012,f,50/50,Switzerland,Estonia,0
2012,f,50/50,Switzerland,F.Y.R. Macedonia,0
2012,f,50/50,Switzerland,France,6
2012,f,50/50,Switzerland,Germany,4
2012,f,50/50,Switzerland,Greece,0
2012,f,50/50,Switzerland,Hungary,0
2012,f,50/50,Switzerland,Iceland,0
2012,f,50/50,Switzerland,Ireland,0
2012,f,50/50,Switzerland,Italy,5
2012,f,50/50,Switzerland,Lithuania,0
2012,f,50/50,Switzerland,Malta,0
2012,f,50/50,Switzerland,Moldova,2
2012,f,50/50,Switzerland,Norway,0
2012,f,50/50,Switzerland,Romania,0
2012,f,50/50,Switzerland,Russia,0
2012,f,50/50,Switzerland,Serbia,10
2012,f,50/50,Switzerland,Spain,8
2012,f,50/50,Switzerland,Sweden,7
2012,f,50/50,Switzerland,Turkey,3
2012,f,50/50,Switzerland,Ukraine,0
2012,f,50/50,Switzerland,United Kingdom,0
2012,f,50/50,The Netherlands,Albania,0
2012,f,50/50,The Netherlands,Azerbaijan,0
2012,f,50/50,The Netherlands,Bosnia & Herzegovina,0
2012,f,50/50,The Netherlands,Cyprus,0
2012,f,50/50,The Netherlands,Denmark,0
2012,f,50/50,The Netherlands,Estonia,7
2012,f,50/50,The Netherlands,F.Y.R. Macedonia,0
2012,f,50/50,The Netherlands,France,0
2012,f,50/50,The Netherlands,Germany,2
2012,f,50/50,The Netherlands,Greece,0
2012,f,50/50,The Netherlands,Hungary,0
2012,f,50/50,The Netherlands,Iceland,0
2012,f,50/50,The Netherlands,Ireland,5
2012,f,50/50,The Netherlands,Italy,0
2012,f,50/50,The Netherlands,Lithuania,1
2012,f,50/50,The Netherlands,Malta,0
2012,f,50/50,The Netherlands,Moldova,0
2012,f,50/50,The Netherlands,Norway,3
2012,f,50/50,The Netherlands,Romania,0
2012,f,50/50,The Netherlands,Russia,4
2012,f,50/50,The Netherlands,Serbia,10
2012,f,50/50,The Netherlands,Spain,6
2012,f,50/50,The Netherlands,Sweden,12
2012,f,50/50,The Netherlands,Turkey,8
2012,f,50/50,The Netherlands,Ukraine,0
2012,f,50/50,The Netherlands,United Kingdom,0
2012,f,50/50,Turkey,Albania,5
2012,f,50/50,Turkey,Azerbaijan,12
2012,f,50/50,Turkey,Bosnia & Herzegovina,10
2012,f,50/50,Turkey,Cyprus,0
2012,f,50/50,Turkey,Denmark,0
2012,f,50/50,Turkey,Estonia,0
2012,f,50/50,Turkey,F.Y.R. Macedonia,8
2012,f,50/50,Turkey,France,0
2012,f,50/50,Turkey,Germany,0
2012,f,50/50,Turkey,Greece,3
2012,f,50/50,Turkey,Hungary,1
2012,f,50/50,Turkey,Iceland,0
2012,f,50/50,Turkey,Ireland,0
2012,f,50/50,Turkey,Italy,0
2012,f,50/50,Turkey,Lithuania,0
2012,f,50/50,Turkey,Malta,2
2012,f,50/50,Turkey,Moldova,0
2012,f,50/50,Turkey,Norway,0
2012,f,50/50,Turkey,Romania,4
2012,f,50/50,Turkey,Russia,7
2012,f,50/50,Turkey,Serbia,0
2012,f,50/50,Turkey,Spain,0
2012,f,50/50,Turkey,Sweden,6
2012,f,50/50,Turkey,Turkey,0
2012,f,50/50,Turkey,Ukraine,0
2012,f,50/50,Turkey,United Kingdom,0
2012,f,50/50,Ukraine,Albania,0
2012,f,50/50,Ukraine,Azerbaijan,12
2012,f,50/50,Ukraine,Bosnia & Herzegovina,0
2012,f,50/50,Ukraine,Cyprus,0
2012,f,50/50,Ukraine,Denmark,0
2012,f,50/50,Ukraine,Estonia,1
2012,f,50/50,Ukraine,F.Y.R. Macedonia,3
2012,f,50/50,Ukraine,France,0
2012,f,50/50,Ukraine,Germany,0
2012,f,50/50,Ukraine,Greece,5
2012,f,50/50,Ukraine,Hungary,0
2012,f,50/50,Ukraine,Iceland,0
2012,f,50/50,Ukraine,Ireland,0
2012,f,50/50,Ukraine,Italy,4
2012,f,50/50,Ukraine,Lithuania,0
2012,f,50/50,Ukraine,Malta,7
2012,f,50/50,Ukraine,Moldova,8
2012,f,50/50,Ukraine,Norway,0
2012,f,50/50,Ukraine,Romania,0
2012,f,50/50,Ukraine,Russia,10
2012,f,50/50,Ukraine,Serbia,2
2012,f,50/50,Ukraine,Spain,0
2012,f,50/50,Ukraine,Sweden,6
2012,f,50/50,Ukraine,Turkey,0
2012,f,50/50,Ukraine,Ukraine,0
2012,f,50/50,Ukraine,United Kingdom,0
2012,f,50/50,United Kingdom,Albania,0
2012,f,50/50,United Kingdom,Azerbaijan,2
2012,f,50/50,United Kingdom,Bosnia & Herzegovina,0
2012,f,50/50,United Kingdom,Cyprus,0
2012,f,50/50,United Kingdom,Denmark,0
2012,f,50/50,United Kingdom,Estonia,4
2012,f,50/50,United Kingdom,F.Y.R. Macedonia,0
2012,f,50/50,United Kingdom,France,0
2012,f,50/50,United Kingdom,Germany,6
2012,f,50/50,United Kingdom,Greece,0
2012,f,50/50,United Kingdom,Hungary,0
2012,f,50/50,United Kingdom,Iceland,0
2012,f,50/50,United Kingdom,Ireland,10
2012,f,50/50,United Kingdom,Italy,0
2012,f,50/50,United Kingdom,Lithuania,7
2012,f,50/50,United Kingdom,Malta,5
2012,f,50/50,United Kingdom,Moldova,0
2012,f,50/50,United Kingdom,Norway,0
2012,f,50/50,United Kingdom,Romania,0
2012,f,50/50,United Kingdom,Russia,3
2012,f,50/50,United Kingdom,Serbia,0
2012,f,50/50,United Kingdom,Spain,8
2012,f,50/50,United Kingdom,Sweden,12
2012,f,50/50,United Kingdom,Turkey,1
2012,f,50/50,United Kingdom,Ukraine,0
2012,f,50/50,United Kingdom,United Kingdom,0
2012,sf1,50/50,Albania,Albania,0
2012,sf1,50/50,Albania,Austria,0
2012,sf1,50/50,Albania,Belgium,2
2012,sf1,50/50,Albania,Cyprus,6
2012,sf1,50/50,Albania,Denmark,0
2012,sf1,50/50,Albania,Finland,1
2012,sf1,50/50,Albania,Greece,8
2012,sf1,50/50,Albania,Hungary,7
2012,sf1,50/50,Albania,Iceland,0
2012,sf1,50/50,Albania,Ireland,0
2012,sf1,50/50,Albania,Israel,0
2012,sf1,50/50,Albania,Latvia,0
2012,sf1,50/50,Albania,Moldova,4
2012,sf1,50/50,Albania,Montenegro,12
2012,sf1,50/50,Albania,Romania,5
2012,sf1,50/50,Albania,Russia,0
2012,sf1,50/50,Albania,San Marino,10
2012,sf1,50/50,Albania,Switzerland,3
2012,sf1,50/50,Austria,Albania,12
2012,sf1,50/50,Austria,Austria,0
2012,sf1,50/50,Austria,Belgium,0
2012,sf1,50/50,Austria,Cyprus,0
2012,sf1,50/50,Austria,Denmark,0
2012,sf1,50/50,Austria,Finland,0
2012,sf1,50/50,Austria,Greece,1
2012,sf1,50/50,Austria,Hungary,4
2012,sf1,50/50,Austria,Iceland,2
2012,sf1,50/50,Austria,Ireland,8
2012,sf1,50/50,Austria,Israel,7
2012,sf1,50/50,Austria,Latvia,0
2012,sf1,50/50,Austria,Moldova,6
2012,sf1,50/50,Austria,Montenegro,0
2012,sf1,50/50,Austria,Romania,5
2012,sf1,50/50,Austria,Russia,10
2012,sf1,50/50,Austria,San Marino,0
2012,sf1,50/50,Austria,Switzerland,3
2012,sf1,50/50,Azerbaijan,Albania,12
2012,sf1,50/50,Azerbaijan,Austria,0
2012,sf1,50/50,Azerbaijan,Belgium,0
2012,sf1,50/50,Azerbaijan,Cyprus,1
2012,sf1,50/50,Azerbaijan,Denmark,0
2012,sf1,50/50,Azerbaijan,Finland,0
2012,sf1,50/50,Azerbaijan,Greece,10
2012,sf1,50/50,Azerbaijan,Hungary,2
2012,sf1,50/50,Azerbaijan,Iceland,0
2012,sf1,50/50,Azerbaijan,Ireland,4
2012,sf1,50/50,Azerbaijan,Israel,0
2012,sf1,50/50,Azerbaijan,Latvia,3
2012,sf1,50/50,Azerbaijan,Moldova,6
2012,sf1,50/50,Azerbaijan,Montenegro,0
2012,sf1,50/50,Azerbaijan,Romania,7
2012,sf1,50/50,Azerbaijan,Russia,8
2012,sf1,50/50,Azerbaijan,San Marino,5
2012,sf1,50/50,Azerbaijan,Switzerland,0
2012,sf1,50/50,Belgium,Albania,10
2012,sf1,50/50,Belgium,Austria,2
2012,sf1,50/50,Belgium,Belgium,0
2012,sf1,50/50,Belgium,Cyprus,3
2012,sf1,50/50,Belgium,Denmark,0
2012,sf1,50/50,Belgium,Finland,1
2012,sf1,50/50,Belgium,Greece,8
2012,sf1,50/50,Belgium,Hungary,6
2012,sf1,50/50,Belgium,Iceland,5
2012,sf1,50/50,Belgium,Ireland,7
2012,sf1,50/50,Belgium,Israel,0
2012,sf1,50/50,Belgium,Latvia,0
2012,sf1,50/50,Belgium,Moldova,0
2012,sf1,50/50,Belgium,Montenegro,0
2012,sf1,50/50,Belgium,Romania,4
2012,sf1,50/50,Belgium,Russia,12
2012,sf1,50/50,Belgium,San Marino,0
2012,sf1,50/50,Belgium,Switzerland,0
2012,sf1,50/50,Cyprus,Albania,10
2012,sf1,50/50,Cyprus,Austria,0
2012,sf1,50/50,Cyprus,Belgium,0
2012,sf1,50/50,Cyprus,Cyprus,0
2012,sf1,50/50,Cyprus,Denmark,4
2012,sf1,50/50,Cyprus,Finland,0
2012,sf1,50/50,Cyprus,Greece,12
2012,sf1,50/50,Cyprus,Hungary,5
2012,sf1,50/50,Cyprus,Iceland,8
2012,sf1,50/50,Cyprus,Ireland,0
2012,sf1,50/50,Cyprus,Israel,1
2012,sf1,50/50,Cyprus,Latvia,0
2012,sf1,50/50,Cyprus,Moldova,3
2012,sf1,50/50,Cyprus,Montenegro,0
2012,sf1,50/50,Cyprus,Romania,6
2012,sf1,50/50,Cyprus,Russia,7
2012,sf1,50/50,Cyprus,San Marino,0
2012,sf1,50/50,Cyprus,Switzerland,2
2012,sf1,50/50,Denmark,Albania,7
2012,sf1,50/50,Denmark,Austria,0
2012,sf1,50/50,Denmark,Belgium,0
2012,sf1,50/50,Denmark,Cyprus,0
2012,sf1,50/50,Denmark,Denmark,0
2012,sf1,50/50,Denmark,Finland,8
2012,sf1,50/50,Denmark,Greece,4
2012,sf1,50/50,Denmark,Hungary,5
2012,sf1,50/50,Denmark,Iceland,10
2012,sf1,50/50,Denmark,Ireland,2
2012,sf1,50/50,Denmark,Israel,3
2012,sf1,50/50,Denmark,Latvia,0
2012,sf1,50/50,Denmark,Moldova,6
2012,sf1,50/50,Denmark,Montenegro,0
2012,sf1,50/50,Denmark,Romania,1
2012,sf1,50/50,Denmark,Russia,12
2012,sf1,50/50,Denmark,San Marino,0
2012,sf1,50/50,Denmark,Switzerland,0
2012,sf1,50/50,Finland,Albania,5
2012,sf1,50/50,Finland,Austria,0
2012,sf1,50/50,Finland,Belgium,2
2012,sf1,50/50,Finland,Cyprus,1
2012,sf1,50/50,Finland,Denmark,8
2012,sf1,50/50,Finland,Finland,0
2012,sf1,50/50,Finland,Greece,0
2012,sf1,50/50,Finland,Hungary,4
2012,sf1,50/50,Finland,Iceland,10
2012,sf1,50/50,Finland,Ireland,7
2012,sf1,50/50,Finland,Israel,3
2012,sf1,50/50,Finland,Latvia,0
2012,sf1,50/50,Finland,Moldova,6
2012,sf1,50/50,Finland,Montenegro,0
2012,sf1,50/50,Finland,Romania,0
2012,sf1,50/50,Finland,Russia,12
2012,sf1,50/50,Finland,San Marino,0
2012,sf1,50/50,Finland,Switzerland,0
2012,sf1,50/50,Greece,Albania,10
2012,sf1,50/50,Greece,Austria,0
2012,sf1,50/50,Greece,Belgium,4
2012,sf1,50/50,Greece,Cyprus,12
2012,sf1,50/50,Greece,Denmark,1
2012,sf1,50/50,Greece,Finland,0
2012,sf1,50/50,Greece,Greece,0
2012,sf1,50/50,Greece,Hungary,0
2012,sf1,50/50,Greece,Iceland,5
2012,sf1,50/50,Greece,Ireland,3
2012,sf1,50/50,Greece,Israel,0
2012,sf1,50/50,Greece,Latvia,0
2012,sf1,50/50,Greece,Moldova,6
2012,sf1,50/50,Greece,Montenegro,0
2012,sf1,50/50,Greece,Romania,8
2012,sf1,50/50,Greece,Russia,7
2012,sf1,50/50,Greece,San Marino,2
2012,sf1,50/50,Greece,Switzerland,0
2012,sf1,50/50,Hungary,Albania,10
2012,sf1,50/50,Hungary,Austria,0
2012,sf1,50/50,Hungary,Belgium,0
2012,sf1,50/50,Hungary,Cyprus,0
2012,sf1,50/50,Hungary,Denmark,1
2012,sf1,50/50,Hungary,Finland,12
2012,sf1,50/50,Hungary,Greece,0
2012,sf1,50/50,Hungary,Hungary,0
2012,sf1,50/50,Hungary,Iceland,4
2012,sf1,50/50,Hungary,Ireland,6
2012,sf1,50/50,Hungary,Israel,5
2012,sf1,50/50,Hungary,Latvia,0
2012,sf1,50/50,Hungary,Moldova,2
2012,sf1,50/50,Hungary,Montenegro,0
2012,sf1,50/50,Hungary,Romania,3
2012,sf1,50/50,Hungary,Russia,7
2012,sf1,50/50,Hungary,San Marino,0
2012,sf1,50/50,Hungary,Switzerland,8
2012,sf1,50/50,Iceland,Albania,3
2012,sf1,50/50,Iceland,Austria,1
2012,sf1,50/50,Iceland,Belgium,0
2012,sf1,50/50,Iceland,Cyprus,12
2012,sf1,50/50,Iceland,Denmark,8
2012,sf1,50/50,Iceland,Finland,7
2012,sf1,50/50,Iceland,Greece,5
2012,sf1,50/50,Iceland,Hungary,0
2012,sf1,50/50,Iceland,Iceland,0
2012,sf1,50/50,Iceland,Ireland,10
2012,sf1,50/50,Iceland,Israel,0
2012,sf1,50/50,Iceland,Latvia,0
2012,sf1,50/50,Iceland,Moldova,0
2012,sf1,50/50,Iceland,Montenegro,0
2012,sf1,50/50,Iceland,Romania,4
2012,sf1,50/50,Iceland,Russia,6
2012,sf1,50/50,Iceland,San Marino,0
2012,sf1,50/50,Iceland,Switzerland,2
2012,sf1,50/50,Ireland,Albania,1
2012,sf1,50/50,Ireland,Austria,0
2012,sf1,50/50,Ireland,Belgium,6
2012,sf1,50/50,Ireland,Cyprus,5
2012,sf1,50/50,Ireland,Denmark,7
2012,sf1,50/50,Ireland,Finland,3
2012,sf1,50/50,Ireland,Greece,10
2012,sf1,50/50,Ireland,Hungary,0
2012,sf1,50/50,Ireland,Iceland,0
2012,sf1,50/50,Ireland,Ireland,0
2012,sf1,50/50,Ireland,Israel,0
2012,sf1,50/50,Ireland,Latvia,4
2012,sf1,50/50,Ireland,Moldova,2
2012,sf1,50/50,Ireland,Montenegro,0
2012,sf1,50/50,Ireland,Romania,12
2012,sf1,50/50,Ireland,Russia,8
2012,sf1,50/50,Ireland,San Marino,0
2012,sf1,50/50,Ireland,Switzerland,0
2012,sf1,50/50,Israel,Albania,5
2012,sf1,50/50,Israel,Austria,0
2012,sf1,50/50,Israel,Belgium,0
2012,sf1,50/50,Israel,Cyprus,10
2012,sf1,50/50,Israel,Denmark,0
2012,sf1,50/50,Israel,Finland,2
2012,sf1,50/50,Israel,Greece,3
2012,sf1,50/50,Israel,Hungary,0
2012,sf1,50/50,Israel,Iceland,4
2012,sf1,50/50,Israel,Ireland,7
2012,sf1,50/50,Israel,Israel,0
2012,sf1,50/50,Israel,Latvia,0
2012,sf1,50/50,Israel,Moldova,6
2012,sf1,50/50,Israel,Montenegro,0
2012,sf1,50/50,Israel,Romania,8
2012,sf1,50/50,Israel,Russia,12
2012,sf1,50/50,Israel,San Marino,0
2012,sf1,50/50,Israel,Switzerland,1
2012,sf1,50/50,Italy,Albania,12
2012,sf1,50/50,Italy,Austria,0
2012,sf1,50/50,Italy,Belgium,0
2012,sf1,50/50,Italy,Cyprus,7
2012,sf1,50/50,Italy,Denmark,6
2012,sf1,50/50,Italy,Finland,0
2012,sf1,50/50,Italy,Greece,5
2012,sf1,50/50,Italy,Hungary,0
2012,sf1,50/50,Italy,Iceland,1
2012,sf1,50/50,Italy,Ireland,0
2012,sf1,50/50,Italy,Israel,0
2012,sf1,50/50,Italy,Latvia,0
2012,sf1,50/50,Italy,Moldova,4
2012,sf1,50/50,Italy,Montenegro,0
2012,sf1,50/50,Italy,Romania,10
2012,sf1,50/50,Italy,Russia,2
2012,sf1,50/50,Italy,San Marino,3
2012,sf1,50/50,Italy,Switzerland,8
2012,sf1,50/50,Latvia,Albania,4
2012,sf1,50/50,Latvia,Austria,0
2012,sf1,50/50,Latvia,Belgium,0
2012,sf1,50/50,Latvia,Cyprus,3
2012,sf1,50/50,Latvia,Denmark,8
2012,sf1,50/50,Latvia,Finland,6
2012,sf1,50/50,Latvia,Greece,0
2012,sf1,50/50,Latvia,Hungary,0
2012,sf1,50/50,Latvia,Iceland,5
2012,sf1,50/50,Latvia,Ireland,10
2012,sf1,50/50,Latvia,Israel,1
2012,sf1,50/50,Latvia,Latvia,0
2012,sf1,50/50,Latvia,Moldova,2
2012,sf1,50/50,Latvia,Montenegro,0
2012,sf1,50/50,Latvia,Romania,0
2012,sf1,50/50,Latvia,Russia,12
2012,sf1,50/50,Latvia,San Marino,0
2012,sf1,50/50,Latvia,Switzerland,7
2012,sf1,50/50,Moldova,Albania,1
2012,sf1,50/50,Moldova,Austria,0
2012,sf1,50/50,Moldova,Belgium,0
2012,sf1,50/50,Moldova,Cyprus,3
2012,sf1,50/50,Moldova,Denmark,0
2012,sf1,50/50,Moldova,Finland,0
2012,sf1,50/50,Moldova,Greece,10
2012,sf1,50/50,Moldova,Hungary,5
2012,sf1,50/50,Moldova,Iceland,2
2012,sf1,50/50,Moldova,Ireland,0
2012,sf1,50/50,Moldova,Israel,0
2012,sf1,50/50,Moldova,Latvia,4
2012,sf1,50/50,Moldova,Moldova,0
2012,sf1,50/50,Moldova,Montenegro,0
2012,sf1,50/50,Moldova,Romania,12
2012,sf1,50/50,Moldova,Russia,6
2012,sf1,50/50,Moldova,San Marino,7
2012,sf1,50/50,Moldova,Switzerland,8
2012,sf1,50/50,Montenegro,Albania,12
2012,sf1,50/50,Montenegro,Austria,0
2012,sf1,50/50,Montenegro,Belgium,0
2012,sf1,50/50,Montenegro,Cyprus,6
2012,sf1,50/50,Montenegro,Denmark,0
2012,sf1,50/50,Montenegro,Finland,0
2012,sf1,50/50,Montenegro,Greece,10
2012,sf1,50/50,Montenegro,Hungary,0
2012,sf1,50/50,Montenegro,Iceland,5
2012,sf1,50/50,Montenegro,Ireland,1
2012,sf1,50/50,Montenegro,Israel,0
2012,sf1,50/50,Montenegro,Latvia,2
2012,sf1,50/50,Montenegro,Moldova,3
2012,sf1,50/50,Montenegro,Montenegro,0
2012,sf1,50/50,Montenegro,Romania,7
2012,sf1,50/50,Montenegro,Russia,8
2012,sf1,50/50,Montenegro,San Marino,4
2012,sf1,50/50,Montenegro,Switzerland,0
2012,sf1,50/50,Romania,Albania,4
2012,sf1,50/50,Romania,Austria,0
2012,sf1,50/50,Romania,Belgium,1
2012,sf1,50/50,Romania,Cyprus,7
2012,sf1,50/50,Romania,Denmark,3
2012,sf1,50/50,Romania,Finland,0
2012,sf1,50/50,Romania,Greece,12
2012,sf1,50/50,Romania,Hungary,8
2012,sf1,50/50,Romania,Iceland,0
2012,sf1,50/50,Romania,Ireland,0
2012,sf1,50/50,Romania,Israel,5
2012,sf1,50/50,Romania,Latvia,0
2012,sf1,50/50,Romania,Moldova,10
2012,sf1,50/50,Romania,Montenegro,0
2012,sf1,50/50,Romania,Romania,0
2012,sf1,50/50,Romania,Russia,6
2012,sf1,50/50,Romania,San Marino,0
2012,sf1,50/50,Romania,Switzerland,2
2012,sf1,50/50,Russia,Albania,2
2012,sf1,50/50,Russia,Austria,0
2012,sf1,50/50,Russia,Belgium,0
2012,sf1,50/50,Russia,Cyprus,7
2012,sf1,50/50,Russia,Denmark,3
2012,sf1,50/50,Russia,Finland,0
2012,sf1,50/50,Russia,Greece,5
2012,sf1,50/50,Russia,Hungary,0
2012,sf1,50/50,Russia,Iceland,1
2012,sf1,50/50,Russia,Ireland,10
2012,sf1,50/50,Russia,Israel,6
2012,sf1,50/50,Russia,Latvia,4
2012,sf1,50/50,Russia,Moldova,12
2012,sf1,50/50,Russia,Montenegro,0
2012,sf1,50/50,Russia,Romania,8
2012,sf1,50/50,Russia,Russia,0
2012,sf1,50/50,Russia,San Marino,0
2012,sf1,50/50,Russia,Switzerland,0
2012,sf1,50/50,San Marino,Albania,10
2012,sf1,50/50,San Marino,Austria,0
2012,sf1,50/50,San Marino,Belgium,0
2012,sf1,50/50,San Marino,Cyprus,0
2012,sf1,50/50,San Marino,Denmark,4
2012,sf1,50/50,San Marino,Finland,0
2012,sf1,50/50,San Marino,Greece,7
2012,sf1,50/50,San Marino,Hungary,0
2012,sf1,50/50,San Marino,Iceland,3
2012,sf1,50/50,San Marino,Ireland,12
2012,sf1,50/50,San Marino,Israel,0
2012,sf1,50/50,San Marino,Latvia,0
2012,sf1,50/50,San Marino,Moldova,5
2012,sf1,50/50,San Marino,Montenegro,8
2012,sf1,50/50,San Marino,Romania,6
2012,sf1,50/50,San Marino,Russia,2
2012,sf1,50/50,San Marino,San Marino,0
2012,sf1,50/50,San Marino,Switzerland,1
2012,sf1,50/50,Spain,Albania,4
2012,sf1,50/50,Spain,Austria,0
2012,sf1,50/50,Spain,Belgium,1
2012,sf1,50/50,Spain,Cyprus,8
2012,sf1,50/50,Spain,Denmark,0
2012,sf1,50/50,Spain,Finland,0
2012,sf1,50/50,Spain,Greece,3
2012,sf1,50/50,Spain,Hungary,0
2012,sf1,50/50,Spain,Iceland,6
2012,sf1,50/50,Spain,Ireland,5
2012,sf1,50/50,Spain,Israel,2
2012,sf1,50/50,Spain,Latvia,0
2012,sf1,50/50,Spain,Moldova,10
2012,sf1,50/50,Spain,Montenegro,0
2012,sf1,50/50,Spain,Romania,12
2012,sf1,50/50,Spain,Russia,7
2012,sf1,50/50,Spain,San Marino,0
2012,sf1,50/50,Spain,Switzerland,0
2012,sf1,50/50,Switzerland,Albania,12
2012,sf1,50/50,Switzerland,Austria,5
2012,sf1,50/50,Switzerland,Belgium,0
2012,sf1,50/50,Switzerland,Cyprus,0
2012,sf1,50/50,Switzerland,Denmark,10
2012,sf1,50/50,Switzerland,Finland,1
2012,sf1,50/50,Switzerland,Greece,3
2012,sf1,50/50,Switzerland,Hungary,6
2012,sf1,50/50,Switzerland,Iceland,4
2012,sf1,50/50,Switzerland,Ireland,0
2012,sf1,50/50,Switzerland,Israel,0
2012,sf1,50/50,Switzerland,Latvia,0
2012,sf1,50/50,Switzerland,Moldova,7
2012,sf1,50/50,Switzerland,Montenegro,0
2012,sf1,50/50,Switzerland,Romania,2
2012,sf1,50/50,Switzerland,Russia,8
2012,sf1,50/50,Switzerland,San Marino,0
2012,sf1,50/50,Switzerland,Switzerland,0
2012,sf2,50/50,Belarus,Belarus,0
2012,sf2,50/50,Belarus,Bosnia & Herzegovina,0
2012,sf2,50/50,Belarus,Bulgaria,0
2012,sf2,50/50,Belarus,Croatia,1
2012,sf2,50/50,Belarus,Estonia,4
2012,sf2,50/50,Belarus,F.Y.R. Macedonia,2
2012,sf2,50/50,Belarus,Georgia,6
2012,sf2,50/50,Belarus,Lithuania,10
2012,sf2,50/50,Belarus,Malta,5
2012,sf2,50/50,Belarus,Norway,3
2012,sf2,50/50,Belarus,Portugal,0
2012,sf2,50/50,Belarus,Serbia,8
2012,sf2,50/50,Belarus,Slovakia,0
2012,sf2,50/50,Belarus,Slovenia,0
2012,sf2,50/50,Belarus,Sweden,7
2012,sf2,50/50,Belarus,The Netherlands,0
2012,sf2,50/50,Belarus,Turkey,0
2012,sf2,50/50,Belarus,Ukraine,12
2012,sf2,50/50,Bosnia & Herzegovina,Belarus,0
2012,sf2,50/50,Bosnia & Herzegovina,Bosnia & Herzegovina,0
2012,sf2,50/50,Bosnia & Herzegovina,Bulgaria,3
2012,sf2,50/50,Bosnia & Herzegovina,Croatia,12
2012,sf2,50/50,Bosnia & Herzegovina,Estonia,0
2012,sf2,50/50,Bosnia & Herzegovina,F.Y.R. Macedonia,8
2012,sf2,50/50,Bosnia & Herzegovina,Georgia,0
2012,sf2,50/50,Bosnia & Herzegovina,Lithuania,0
2012,sf2,50/50,Bosnia & Herzegovina,Malta,0
2012,sf2,50/50,Bosnia & Herzegovina,Norway,1
2012,sf2,50/50,Bosnia & Herzegovina,Portugal,4
2012,sf2,50/50,Bosnia & Herzegovina,Serbia,10
2012,sf2,50/50,Bosnia & Herzegovina,Slovakia,0
2012,sf2,50/50,Bosnia & Herzegovina,Slovenia,5
2012,sf2,50/50,Bosnia & Herzegovina,Sweden,7
2012,sf2,50/50,Bosnia & Herzegovina,The Netherlands,0
2012,sf2,50/50,Bosnia & Herzegovina,Turkey,6
2012,sf2,50/50,Bosnia & Herzegovina,Ukraine,2
2012,sf2,50/50,Bulgaria,Belarus,0
2012,sf2,50/50,Bulgaria,Bosnia & Herzegovina,1
2012,sf2,50/50,Bulgaria,Bulgaria,0
2012,sf2,50/50,Bulgaria,Croatia,0
2012,sf2,50/50,Bulgaria,Estonia,3
2012,sf2,50/50,Bulgaria,F.Y.R. Macedonia,7
2012,sf2,50/50,Bulgaria,Georgia,0
2012,sf2,50/50,Bulgaria,Lithuania,4
2012,sf2,50/50,Bulgaria,Malta,6
2012,sf2,50/50,Bulgaria,Norway,2
2012,sf2,50/50,Bulgaria,Portugal,0
2012,sf2,50/50,Bulgaria,Serbia,12
2012,sf2,50/50,Bulgaria,Slovakia,0
2012,sf2,50/50,Bulgaria,Slovenia,0
